source,target,value
AJ008,AJ019,0.9844
AJ008,AJ021,0.9198
AJ008,AJ023,0.9103
AJ008,AJ024,0.9721
AJ008,AJ029,0.9543
AJ008,BE008,0.9525
AJ009,AJ017,0.9574
AJ009,AJ018,0.9739
AJ009,AJ021,0.9571
AJ009,AJ028,0.9176
AJ009,AJ031,0.9834
AJ009,AJ041,0.9292
AJ010,AJ011,0.9566
AJ010,AJ020,0.9114
AJ010,AJ021,0.9207
AJ010,AJ040,0.9501
AJ011,AJ017,0.9775
AJ011,AJ020,0.9265
AJ011,AJ024,0.9342
AJ011,AJ026,0.916
AJ011,AJ028,0.926
AJ011,AJ032,0.953
AJ011,AJ036,0.9082
AJ011,AJ041,0.9119
AJ011,BJ111,0.9826
AJ012,AJ016,0.9115
AJ012,AJ019,0.9865
AJ012,AJ023,0.9289
AJ012,AJ024,0.9293
AJ012,AJ028,0.9183
AJ012,AJ029,0.9157
AJ012,AJ035,0.9175
AJ012,AJ036,0.961
AJ013,AJ014,0.914
AJ013,AJ016,0.95
AJ013,AJ025,0.9415
AJ013,AJ031,0.9243
AJ013,AJ032,0.9006
AJ013,AJ038,0.9549
AJ013,AJ041,0.9235
AJ014,AJ023,0.9741
AJ014,AJ027,0.9828
AJ014,AJ034,0.9279
AJ014,AJ036,0.9618
AJ015,AJ028,0.9512
AJ015,AJ030,0.9426
AJ015,AJ033,0.9198
AJ015,AJ035,0.9616
AJ015,AJ038,0.9244
AJ016,AJ030,0.9583
AJ016,AJ032,0.9134
AJ016,AJ042,0.9618
AJ017,AJ022,0.9675
AJ017,AJ023,0.9439
AJ017,AJ024,0.9897
AJ017,AJ026,0.9244
AJ017,AJ028,0.9114
AJ017,AJ029,0.9593
AJ017,AJ030,0.9947
AJ017,AJ033,0.941
AJ017,AJ036,0.9503
AJ017,AJ038,0.943
AJ017,AU028,0.9589
AJ018,AJ024,0.9663
AJ018,AJ026,0.9267
AJ018,AJ028,0.9352
AJ018,AJ029,0.9462
AJ018,AJ030,0.9527
AJ018,AJ036,0.9125
AJ018,AJ037,0.9153
AJ018,AJ042,0.9042
AJ018,BF006,0.9291
AJ018,BH069,0.9064
AJ019,AJ025,0.9427
AJ019,AJ026,0.9605
AJ019,AJ031,0.9723
AJ019,AJ042,0.9197
AJ019,BC049,0.9264
AJ020,AJ023,0.9632
AJ020,AJ026,0.9091
AJ020,AJ037,0.9942
AJ020,AJ042,0.9017
AJ020,AV006,0.921
AJ020,BE017,0.9903
AJ020,BF074,0.916
AJ020,BI014,0.9802
AJ021,AJ030,0.9103
AJ021,AJ034,0.9467
AJ021,AJ040,0.9105
AJ022,AJ026,0.955
AJ022,AJ033,0.9156
AJ022,AJ035,0.9364
AJ022,AJ036,0.9345
AJ022,AJ040,0.9211
AJ022,AJ041,0.9683
AJ022,AU044,0.9333
AJ023,AJ029,0.9192
AJ023,AJ036,0.9504
AJ023,AJ037,0.9659
AJ023,AJ040,0.9364
AJ023,AJ041,0.9447
AJ023,AJ042,0.9445
AJ023,BJ049,0.9173
AJ024,AJ029,0.9147
AJ024,AJ032,0.9772
AJ024,AJ035,0.9451
AJ025,AJ033,0.9555
AJ025,AJ035,0.9628
AJ025,AJ036,0.9397
AJ026,AJ028,0.916
AJ026,AJ033,0.9019
AJ026,AJ039,0.9812
AJ026,AJ041,0.9792
AJ026,AX045,0.9284
AJ026,BH050,0.9374
AJ027,AJ030,0.9571
AJ027,AJ032,0.9334
AJ027,AJ036,0.9286
AJ028,AJ034,0.9016
AJ028,AJ035,0.9372
AJ028,AJ040,0.92
AJ028,AJ041,0.9485
AJ029,AJ038,0.9516
AJ030,AJ031,0.9139
AJ030,AJ035,0.929
AJ030,AJ037,0.9183
AJ030,AJ038,0.9723
AJ030,AJ041,0.9167
AJ030,BF056,0.9566
AJ031,AJ040,0.9406
AJ031,AM025,0.9329
AJ031,AT039,0.9397
AJ032,AJ036,0.9122
AJ032,AJ042,0.9613
AJ032,AM036,0.9507
AJ032,AR001,0.9049
AJ033,AJ034,0.9716
AJ033,AJ039,0.964
AJ034,AJ035,0.9576
AJ034,AJ039,0.9827
AJ034,AJ042,0.9206
AJ034,AZ032,0.9282
AJ034,BE069,0.9135
AJ035,AJ040,0.9077
AJ035,BC031,0.9593
AJ035,BE008,0.9775
AJ036,AJ040,0.9881
AJ036,AR023,0.9577
AJ036,BD019,0.9396
AJ037,BF022,0.9814
AJ039,AU049,0.9728
AJ040,AJ042,0.9416
AJ040,AP038,0.9327
AJ040,AY056,0.9464
AJ040,BD030,0.9125
AJ040,BD041,0.9015
AJ041,BF061,0.9603
AJ041,BH041,0.9384
AJ041,BI023,0.962
AK001,AK003,0.9136
AK001,AK006,0.9637
AK001,AK007,0.9824
AK001,AK011,0.9732
AK001,AK017,0.9297
AK001,AK032,0.9584
AK002,AK004,0.9338
AK002,AK008,0.9364
AK002,AK032,0.937
AK002,AK033,0.9685
AK002,AK035,0.9397
AK002,AK038,0.9733
AK002,AK044,0.9218
AK003,AK006,0.932
AK003,AK017,0.9089
AK003,AK021,0.9274
AK003,AK022,0.9716
AK003,AK024,0.9117
AK003,AK028,0.9196
AK003,AK039,0.9653
AK003,AK041,0.952
AK003,AU056,0.9173
AK004,AK006,0.9507
AK004,AK007,0.9527
AK004,AK009,0.9438
AK004,AK021,0.9081
AK004,AK023,0.9026
AK004,AK024,0.9261
AK004,AK029,0.9093
AK004,AK033,0.9895
AK004,AK035,0.9601
AK004,AK041,0.906
AK005,AK006,0.9549
AK005,AK019,0.9489
AK005,AK033,0.9788
AK005,AK036,0.9594
AK006,AK007,0.9221
AK006,AK017,0.9099
AK006,AK028,0.9417
AK006,AK029,0.9523
AK006,AK035,0.9301
AK006,AK038,0.9601
AK006,AK043,0.9637
AK006,AK044,0.9181
AK006,AY050,0.9023
AK006,BI095,0.9252
AK007,AK022,0.9525
AK007,AK035,0.9949
AK008,AK009,0.9368
AK008,AK013,0.911
AK008,AK016,0.953
AK008,AK019,0.9493
AK008,AK026,0.9361
AK008,AK027,0.9703
AK008,AK034,0.9465
AK008,AK035,0.9643
AK008,AK036,0.938
AK008,AK041,0.9538
AK008,AK044,0.9028
AK008,BF027,0.9231
AK008,BI080,0.9085
AK009,AK010,0.958
AK009,AK024,0.9155
AK009,AK031,0.971
AK009,AL029,0.9157
AK010,AK014,0.9388
AK010,AK026,0.9148
AK010,AK035,0.9345
AK010,AK038,0.9829
AK010,AK039,0.9122
AK010,AQ047,0.9425
AK011,AK014,0.9089
AK011,AK016,0.9191
AK011,AK028,0.9557
AK011,AK032,0.9289
AK011,AY052,0.96
AK011,BF023,0.9636
AK012,AK015,0.9358
AK012,AK021,0.9391
AK012,AK028,0.917
AK012,AK032,0.984
AK012,AK036,0.9696
AK012,AK038,0.9086
AK013,AK016,0.952
AK013,AK017,0.9217
AK013,AK019,0.9211
AK013,AK020,0.9494
AK013,AK021,0.9627
AK013,AK022,0.9077
AK013,AK023,0.9558
AK013,AK025,0.9235
AK013,AK028,0.9399
AK013,AK041,0.9137
AK013,BE039,0.9865
AK014,AK023,0.9091
AK014,AK024,0.9025
AK014,AK032,0.912
AK014,AY033,0.9369
AK015,AK027,0.9115
AK015,AK028,0.928
AK015,AK032,0.9393
AK015,AK034,0.9841
AK016,AK020,0.9781
AK016,AK028,0.9062
AK016,AK033,0.9384
AK016,AK042,0.9027
AK016,BH020,0.9009
AK016,BI048,0.9448
AK017,AK021,0.9081
AK017,AK026,0.9537
AK017,AK039,0.9002
AK017,AK043,0.9724
AK018,AK021,0.9353
AK018,AK022,0.9103
AK018,AK030,0.9312
AK018,AK031,0.936
AK018,AK035,0.9064
AK018,AK037,0.9549
AK019,AK020,0.9062
AK019,AK026,0.9062
AK019,AK035,0.9216
AK019,AK042,0.9228
AK019,AK043,0.9295
AK020,AK040,0.9378
AK020,AK044,0.9188
AK020,AS026,0.9195
AK021,AK031,0.9062
AK021,AK033,0.931
AK021,AK034,0.9513
AK021,AK036,0.9025
AK021,AK042,0.9302
AK021,AK043,0.9617
AK022,AK030,0.9202
AK023,AK028,0.9189
AK023,AK035,0.9428
AK023,AK037,0.9619
AK023,AN013,0.9012
AK023,AU052,0.9604
AK024,AK031,0.9481
AK024,AK035,0.9835
AK024,AM026,0.9439
AK025,AK030,0.9431
AK025,AK033,0.9105
AK025,AK034,0.933
AK025,AK038,0.9537
AK025,AK041,0.9481
AK025,AX002,0.9766
AK026,AK041,0.914
AK026,AK044,0.9592
AK026,AO018,0.9715
AK026,BF016,0.9679
AK027,AK029,0.9137
AK027,AK032,0.9328
AK027,AK039,0.9448
AK027,AK040,0.9234
AK027,AK042,0.9217
AK027,AK044,0.9382
AK028,AK038,0.9876
AK028,AM029,0.9438
AK029,AK033,0.9186
AK029,AK036,0.9547
AK029,AK041,0.9431
AK030,AK033,0.9103
AK030,AK039,0.9641
AK030,AK040,0.9548
AK030,BJ102,0.9198
AK031,AK032,0.9624
AK031,AK035,0.9019
AK031,AK040,0.91
AK031,BD040,0.9263
AK032,AK033,0.956
AK032,AK038,0.9518
AK032,AK039,0.9793
AK032,BC038,0.9529
AK033,AR015,0.9795
AK033,BG006,0.9414
AK033,BG039,0.9837
AK034,AK035,0.9463
AK034,BD025,0.9689
AK035,AK042,0.9306
AK035,AK043,0.9128
AK035,AL005,0.9867
AK035,BC005,0.9037
AK036,AK037,0.9734
AK036,AK039,0.9093
AK036,AK041,0.9164
AK037,AK038,0.9765
AK037,AK043,0.9726
AK039,AK041,0.9567
AK039,AK044,0.9142
AK039,BG032,0.9442
AK040,AK041,0.9254
AK040,AK043,0.9097
AK040,BE014,0.9707
AK041,AK043,0.9003
AK042,AK043,0.9616
AK042,AK044,0.945
AK042,AZ067,0.9055
AK042,BF059,0.9083
AK043,AK044,0.9739
AK044,AZ063,0.9222
AK044,BH091,0.9676
AL001,AL003,0.9324
AL001,AL010,0.9193
AL001,AL029,0.9716
AL001,AL030,0.9085
AL001,AL034,0.932
AL001,AL035,0.9765
AL001,AL036,0.9217
AL001,AL041,0.9232
AL001,AX057,0.93
AL002,AL013,0.9263
AL002,AL015,0.9154
AL002,AL019,0.9505
AL002,AL027,0.9274
AL002,AL035,0.9757
AL002,AL037,0.9318
AL002,AL039,0.9542
AL002,AL043,0.9046
AL002,AZ002,0.9342
AL003,AL004,0.9152
AL003,AL006,0.9392
AL003,AL017,0.9751
AL003,AL020,0.9071
AL003,AL036,0.9345
AL004,AL007,0.9664
AL004,AL009,0.9683
AL004,AL015,0.9176
AL004,AL022,0.902
AL004,AL024,0.9691
AL004,AL028,0.916
AL004,AL034,0.9579
AL004,AL035,0.9763
AL005,AL009,0.9012
AL005,AL014,0.9368
AL005,AL031,0.9531
AL005,AL043,0.9009
AL006,AL021,0.9498
AL006,AL031,0.9611
AL006,AL037,0.9075
AL006,AL039,0.9721
AL007,AL012,0.9844
AL007,AL017,0.9356
AL007,AL019,0.9692
AL007,AL024,0.9507
AL007,AL025,0.97
AL007,AL027,0.911
AL007,AL036,0.9392
AL008,AL011,0.9688
AL008,AL019,0.9235
AL008,AL025,0.9542
AL008,AL031,0.903
AL008,AL034,0.9528
AL008,AV028,0.9677
AL008,BD080,0.9124
AL009,AL023,0.9462
AL009,AL025,0.9477
AL009,AL039,0.9686
AL009,AL043,0.9171
AL009,BC039,0.9258
AL010,AL028,0.9391
AL010,AL033,0.9504
AL010,AL035,0.9035
AL010,AL039,0.9074
AL011,AL013,0.9107
AL011,AL015,0.927
AL011,AL018,0.925
AL011,AL025,0.9277
AL011,AL026,0.9321
AL011,AL027,0.9785
AL011,AL028,0.9388
AL012,AL022,0.9053
AL012,AL024,0.9575
AL012,AL030,0.9015
AL012,AL034,0.9031
AL012,AL038,0.9008
AL013,AL014,0.9437
AL013,AL027,0.9178
AL013,AL033,0.9245
AL013,AL038,0.9629
AL013,AL039,0.9473
AL013,AL040,0.9054
AL013,AL043,0.9355
AL014,AL017,0.903
AL014,AL024,0.9272
AL014,AL025,0.9941
AL014,AL026,0.9612
AL014,AL030,0.9219
AL014,AL034,0.9429
AL014,AL042,0.9028
AL014,BE069,0.9408
AL015,AL016,0.9255
AL015,AL018,0.9907
AL015,AL019,0.9095
AL015,AL027,0.9233
AL015,AL030,0.9331
AL015,AL042,0.9349
AL015,AR024,0.9701
AL016,AL017,0.9842
AL016,AL035,0.9293
AL016,AL036,0.9249
AL016,AL037,0.9423
AL016,AL039,0.9491
AL017,AL018,0.9747
AL017,AL031,0.9026
AL017,AL036,0.9594
AL017,AL040,0.9597
AL017,AL041,0.9683
AL018,AL019,0.9299
AL018,AL023,0.9261
AL018,AL028,0.9783
AL018,AL030,0.9579
AL018,AL033,0.9199
AL018,AL039,0.9693
AL018,AZ062,0.9078
AL018,BE022,0.9503
AL019,AL024,0.9667
AL019,AL029,0.9252
AL019,AL030,0.9114
AL019,AL032,0.9236
AL019,AL038,0.9026
AL020,AL023,0.9433
AL020,AL025,0.9338
AL020,AL039,0.959
AL021,AL022,0.9083
AL021,AL027,0.9589
AL021,AL040,0.9658
AL021,AL043,0.9128
AL022,AL032,0.9285
AL022,AL036,0.9419
AL022,AL039,0.9508
AL023,AL038,0.9224
AL023,AL042,0.9205
AL023,AS040,0.9813
AL024,AL031,0.943
AL024,AL033,0.9808
AL024,AL034,0.9231
AL024,AL037,0.9192
AL024,AL038,0.9479
AL025,AL028,0.9022
AL025,AL034,0.9598
AL025,AL037,0.9482
AL025,AL044,0.9279
AL025,AN049,0.9143
AL026,AL041,0.9527
AL026,AL042,0.9419
AL026,BH082,0.9707
AL027,AL037,0.9544
AL027,AL038,0.9426
AL027,AL040,0.9828
AL027,AP015,0.9743
AL028,AL030,0.9864
AL028,AL031,0.9358
AL028,AL032,0.9361
AL028,AW024,0.907
AL029,AL030,0.9649
AL029,AL031,0.9629
AL029,AL037,0.9164
AL029,AL040,0.9704
AL029,AQ013,0.9349
AL030,AL034,0.9123
AL030,AL036,0.9392
AL030,AV061,0.9577
AL031,AL032,0.9034
AL031,AL037,0.9551
AL031,AL042,0.9416
AL031,AQ009,0.9696
AL031,AQ048,0.9774
AL032,AL035,0.9788
AL032,AL038,0.9256
AL032,AL041,0.9423
AL032,AO025,0.9035
AL032,AR041,0.9637
AL033,AL037,0.944
AL033,AL038,0.9131
AL033,AL039,0.9431
AL034,AL038,0.9575
AL034,AL041,0.9571
AL035,AL042,0.9249
AL035,AP028,0.9375
AL037,AL038,0.9537
AL037,AL042,0.9419
AL037,AL043,0.9253
AL037,AL044,0.9385
AL037,AT037,0.9758
AL038,AL044,0.9568
AL039,AL040,0.9408
AL039,BG008,0.9705
AL041,AP005,0.9087
AL042,BF007,0.969
AL043,AT062,0.9531
AL043,AX064,0.9029
AM001,AM009,0.9596
AM001,AM016,0.9006
AM001,AM019,0.9838
AM001,AM022,0.9159
AM001,AM023,0.9127
AM001,AM026,0.9437
AM001,AM028,0.948
AM001,AM034,0.967
AM001,AM035,0.9025
AM001,AM036,0.9843
AM001,AM043,0.9168
AM001,AU017,0.9504
AM001,BH033,0.9669
AM002,AM007,0.9408
AM002,AM010,0.9881
AM002,AM017,0.9216
AM002,AM023,0.9233
AM002,AM031,0.9002
AM002,AM035,0.9677
AM002,AM048,0.9252
AM002,BH091,0.9329
AM003,AM007,0.9692
AM003,AM009,0.9428
AM003,AM016,0.9794
AM003,AM018,0.9742
AM003,AM021,0.924
AM003,AM022,0.9198
AM003,AM024,0.9443
AM003,AM033,0.9302
AM003,AM039,0.9465
AM003,AM041,0.9447
AM003,AM046,0.9159
AM004,AM007,0.9353
AM004,AM008,0.9164
AM004,AM012,0.9215
AM004,AM013,0.967
AM004,AM020,0.965
AM004,AM021,0.9304
AM004,AM036,0.9883
AM004,AM042,0.902
AM004,AM046,0.9477
AM005,AM008,0.9237
AM005,AM009,0.9401
AM005,AM025,0.9838
AM005,AM039,0.9138
AM006,AM010,0.971
AM006,AM011,0.9366
AM006,AM013,0.9429
AM006,AM022,0.9448
AM006,AM023,0.9054
AM006,AM025,0.9083
AM006,AM026,0.9656
AM006,AM031,0.9387
AM006,AM034,0.9347
AM006,AM040,0.9168
AM006,AM041,0.9271
AM006,AM042,0.9399
AM006,AM046,0.9313
AM006,AM047,0.944
AM006,AM048,0.957
AM006,BE051,0.9765
AM007,AM014,0.9037
AM007,AM018,0.9908
AM007,AM019,0.9466
AM007,AM020,0.9275
AM007,AM029,0.9195
AM007,AM034,0.9886
AM007,AP035,0.9008
AM008,AM010,0.9094
AM008,AM023,0.9147
AM008,AM031,0.9149
AM008,AM042,0.9248
AM008,AM044,0.9394
AM009,AM031,0.9327
AM009,AM034,0.9311
AM009,AM041,0.9446
AM009,AM042,0.9561
AM009,AM043,0.9407
AM009,AS051,0.9388
AM010,AM011,0.9807
AM010,AM012,0.9407
AM010,AM033,0.937
AM010,AM034,0.9173
AM010,AM037,0.9462
AM010,AM038,0.936
AM010,AM044,0.9181
AM010,AM046,0.9518
AM010,AM048,0.936
AM010,AP052,0.9225
AM010,AZ051,0.9214
AM011,AM014,0.9331
AM011,AM019,0.956
AM011,AM024,0.9501
AM011,AM025,0.9588
AM011,AM029,0.9099
AM011,AM032,0.994
AM011,AM033,0.9189
AM011,AM034,0.9661
AM011,AM040,0.9517
AM011,AM043,0.9472
AM011,AN030,0.92
AM011,BE057,0.9515
AM012,AM018,0.9023
AM012,AM019,0.9697
AM012,AM023,0.9693
AM013,AM014,0.9593
AM013,AM017,0.9557
AM013,AM020,0.9805
AM013,AM021,0.9553
AM013,AM037,0.9667
AM013,AM041,0.9484
AM013,AM043,0.9438
AM013,AM044,0.9331
AM013,AM046,0.9607
AM013,AS044,0.9366
AM014,AM019,0.9243
AM014,AM021,0.9377
AM014,AM025,0.9415
AM014,AM041,0.9315
AM014,AM042,0.9494
AM014,AM044,0.9703
AM014,AR003,0.9092
AM015,AM018,0.937
AM015,AM020,0.9102
AM015,AM024,0.9104
AM015,AM027,0.949
AM015,AM041,0.9629
AM015,AM043,0.9566
AM016,AM026,0.9318
AM016,AM040,0.9167
AM016,AM042,0.9328
AM016,AM043,0.9339
AM016,BH031,0.9276
AM017,AM019,0.9171
AM017,AM027,0.9328
AM017,AM031,0.9726
AM017,AM034,0.9267
AM017,AM046,0.9847
AM018,AM023,0.9324
AM018,AM024,0.9073
AM018,AM030,0.9562
AM018,AM044,0.9866
AM018,AM048,0.9598
AM018,AS039,0.9583
AM019,AM037,0.9326
AM019,AM038,0.9209
AM019,BF058,0.9058
AM020,AM022,0.9607
AM020,AM031,0.9614
AM020,AM034,0.9688
AM020,AM038,0.9468
AM020,AM045,0.9341
AM021,AM024,0.9537
AM021,AM026,0.9068
AM021,AM029,0.9355
AM021,AM036,0.9129
AM021,AM042,0.9179
AM021,AM043,0.9124
AM021,AM048,0.9002
AM021,AT031,0.9784
AM022,AM032,0.9787
AM022,AM034,0.954
AM022,AM035,0.936
AM022,AM044,0.9533
AM022,AM046,0.9041
AM022,AM047,0.9156
AM022,BF004,0.915
AM022,BG078,0.9117
AM023,AM024,0.9136
AM023,AM033,0.9217
AM023,AM040,0.9191
AM023,AQ005,0.9245
AM023,BD034,0.9104
AM024,AM028,0.9071
AM024,AM029,0.9251
AM024,AM034,0.9252
AM024,AM039,0.9313
AM024,AM048,0.9399
AM025,AM027,0.9851
AM025,AM028,0.9129
AM025,AM031,0.9125
AM025,AM033,0.9537
AM025,AM034,0.9442
AM025,AM040,0.9568
AM025,AM045,0.934
AM025,AM046,0.9616
AM025,AM048,0.977
AM026,AM030,0.9786
AM026,AM042,0.9089
AM026,AM047,0.9213
AM026,AP056,0.9336
AM027,AM028,0.9542
AM027,AM029,0.9722
AM027,AM035,0.9472
AM027,AM037,0.9585
AM027,AM040,0.9095
AM027,AM045,0.9061
AM028,AM031,0.9763
AM028,AM038,0.9221
AM028,AM044,0.9257
AM028,AM046,0.9091
AM028,AM048,0.9666
AM028,AU036,0.9041
AM029,AM041,0.9195
AM029,AN033,0.964
AM030,AM033,0.9503
AM030,AM035,0.9097
AM030,AM036,0.9648
AM030,AM041,0.9692
AM030,AM044,0.9097
AM030,BI013,0.9534
AM031,AM034,0.9267
AM031,AM041,0.9354
AM031,AM042,0.9854
AM031,AT022,0.9484
AM032,AM045,0.9305
AM032,AQ026,0.9282
AM032,AY038,0.9424
AM033,AM036,0.9253
AM033,AM041,0.9458
AM033,AM042,0.9359
AM033,AU048,0.9566
AM033,BF043,0.9523
AM034,AM046,0.9206
AM035,AM039,0.9521
AM035,AM041,0.9503
AM035,AM042,0.9414
AM035,AM045,0.9485
AM035,AM047,0.9381
AM036,AM040,0.9796
AM036,AM043,0.9285
AM036,AM044,0.9034
AM036,AM045,0.9577
AM036,AM047,0.9402
AM036,AY016,0.9198
AM036,BH098,0.9285
AM037,AM044,0.9139
AM038,AM039,0.9314
AM038,AM044,0.9168
AM038,AM045,0.9455
AM038,AS045,0.9398
AM039,AM043,0.9317
AM039,AM044,0.9705
AM039,AM045,0.9052
AM039,AM046,0.9389
AM039,AR016,0.915
AM039,AY003,0.9729
AM040,AM044,0.9512
AM041,AU026,0.9636
AM041,BD029,0.9409
AM042,AM045,0.9109
AM042,AZ011,0.9876
AM042,BF053,0.9664
AM045,BJ018,0.9109
AM046,AM048,0.9508
AM048,BI037,0.9173
AN001,AN002,0.9013
AN001,AN007,0.9383
AN001,AN014,0.9108
AN001,AN019,0.9769
AN001,AN023,0.9685
AN001,AN029,0.9272
AN001,AN038,0.9603
AN001,AN045,0.9601
AN001,AN046,0.9419
AN001,AN047,0.9055
AN001,AN048,0.9461
AN001,AN052,0.9341
AN001,BF069,0.9029
AN002,AN008,0.9129
AN002,AN016,0.9056
AN002,AN028,0.9255
AN002,AN033,0.951
AN002,AN041,0.9736
AN002,AN044,0.9031
AN002,AN052,0.9012
AN003,AN004,0.9056
AN003,AN020,0.9287
AN003,AN022,0.9533
AN003,AN024,0.9207
AN003,AN036,0.919
AN003,AN040,0.9491
AN003,AN042,0.9111
AN003,AN044,0.9726
AN003,AN048,0.9311
AN003,AO026,0.9016
AN003,BH004,0.9022
AN004,AN008,0.9615
AN004,AN015,0.9758
AN004,AN020,0.9205
AN004,AN021,0.955
AN004,AN023,0.9668
AN004,AN027,0.9509
AN004,AN039,0.9163
AN004,AN049,0.9322
AN004,AN053,0.9578
AN005,AN006,0.9036
AN005,AN013,0.961
AN005,AN024,0.9015
AN005,AN026,0.9657
AN005,AN027,0.9023
AN005,AN031,0.9202
AN005,AN035,0.9101
AN005,AN040,0.9107
AN005,BH090,0.9138
AN006,AN012,0.9191
AN006,AN025,0.9568
AN006,AN026,0.9563
AN006,AN028,0.9524
AN006,AN030,0.9398
AN006,AN031,0.9631
AN006,AN033,0.9842
AN006,AN034,0.9044
AN006,AN044,0.9931
AN006,AN045,0.9351
AN006,AN046,0.9668
AN006,BE002,0.9547
AN007,AN010,0.9077
AN007,AN014,0.9228
AN007,AN023,0.9307
AN007,AN027,0.9366
AN007,AN028,0.9176
AN007,AN030,0.9549
AN007,AN034,0.9636
AN007,AN036,0.9674
AN007,AN039,0.9088
AN007,AN041,0.9105
AN007,AN042,0.9422
AN007,AN047,0.9561
AN007,AN053,0.9205
AN008,AN019,0.9277
AN008,AN023,0.9789
AN008,AN025,0.9625
AN008,AN028,0.9124
AN008,AN032,0.9898
AN008,AN033,0.9776
AN008,AN036,0.9282
AN008,AN037,0.9091
AN008,AN040,0.9077
AN008,AN045,0.9475
AN008,AN046,0.9568
AN008,AN050,0.9668
AN008,BE067,0.9357
AN009,AN011,0.9564
AN009,AN023,0.9363
AN009,AN030,0.9512
AN009,AN031,0.9512
AN009,AN041,0.9264
AN009,AN046,0.9205
AN009,AN052,0.9454
AN010,AN011,0.9713
AN010,AN012,0.9274
AN010,AN020,0.9414
AN010,AN023,0.9123
AN010,AN031,0.9597
AN010,AN040,0.9258
AN010,AN051,0.9904
AN010,AZ036,0.9511
AN011,AN014,0.9124
AN011,AN017,0.9199
AN011,AN029,0.9185
AN011,AN042,0.9718
AN011,AN045,0.9132
AN011,AN047,0.9404
AN011,AN050,0.9747
AN011,AN053,0.9583
AN012,AN024,0.9551
AN012,AN026,0.9705
AN012,AN030,0.9115
AN012,AN036,0.9478
AN012,AN046,0.9221
AN013,AN016,0.9569
AN013,AN019,0.9707
AN013,AN021,0.9539
AN013,AN030,0.9685
AN013,AN032,0.9776
AN013,AN033,0.9044
AN013,AN034,0.9586
AN014,AN020,0.901
AN014,AN032,0.9507
AN014,AN034,0.9425
AN014,AN043,0.9585
AN014,AN044,0.9235
AN014,AN046,0.9479
AN014,AN049,0.9058
AN014,AN051,0.9795
AN014,AN052,0.9427
AN014,AN053,0.9716
AN014,BD075,0.9306
AN015,AN026,0.9422
AN015,AN035,0.9549
AN015,AN042,0.9775
AN015,AN044,0.9002
AN015,AP007,0.95
AN015,BH053,0.9043
AN015,BH094,0.9341
AN015,BI045,0.94
AN016,AN021,0.9351
AN016,AN024,0.9897
AN016,AN039,0.9276
AN016,AN047,0.9415
AN016,AZ053,0.9896
AN017,AN020,0.9273
AN017,AN021,0.947
AN017,AN024,0.9134
AN017,AN029,0.9947
AN017,AN033,0.9072
AN017,AN037,0.9872
AN017,AN043,0.9177
AN017,AN048,0.9242
AN017,AN052,0.9686
AN017,BD024,0.9047
AN017,BJ001,0.9723
AN018,AN036,0.9034
AN018,AN040,0.9173
AN018,AN041,0.97
AN018,AN046,0.9364
AN018,AN049,0.9348
AN018,AN051,0.9973
AN019,AN020,0.9292
AN019,AN030,0.9176
AN019,AN044,0.9209
AN019,AN047,0.9508
AN019,AN053,0.9377
AN020,AN025,0.9475
AN020,AN038,0.9652
AN020,AN042,0.909
AN020,AN052,0.9199
AN020,AN053,0.9282
AN021,AN035,0.9086
AN021,AN041,0.9565
AN021,AN043,0.9536
AN021,AN052,0.9417
AN022,AN029,0.9601
AN022,AN030,0.9791
AN022,AN031,0.9285
AN022,AN035,0.9802
AN022,AN044,0.9079
AN022,AW060,0.9118
AN022,BI085,0.9641
AN023,AN025,0.9689
AN023,AN034,0.9578
AN023,AN037,0.9802
AN023,AN043,0.9548
AN023,AN051,0.9642
AN024,AN025,0.9634
AN024,AN029,0.9937
AN024,AN031,0.9519
AN024,AN042,0.9166
AN024,AN045,0.9179
AN024,AN051,0.9102
AN024,BI029,0.9772
AN025,AN038,0.9548
AN025,AN040,0.9826
AN025,AN044,0.9771
AN025,AN045,0.9324
AN025,AN049,0.9892
AN025,AN051,0.9133
AN025,BI101,0.9102
AN026,AN030,0.9133
AN026,AN032,0.9251
AN026,AN034,0.9066
AN026,AN044,0.9267
AN027,AN028,0.9581
AN027,AN032,0.902
AN027,AN038,0.9692
AN027,AN044,0.9485
AN027,AN049,0.9587
AN027,BE080,0.9234
AN028,AN031,0.9235
AN028,AN033,0.913
AN028,AN034,0.9244
AN028,AN045,0.9026
AN028,AN050,0.9281
AN028,AN052,0.9353
AN029,AN040,0.9682
AN029,AN041,0.9396
AN029,AN045,0.9123
AN029,AN048,0.9478
AN029,BH044,0.9277
AN030,AN034,0.9051
AN030,AN039,0.9025
AN030,AN045,0.9204
AN030,AN051,0.904
AN030,AQ055,0.9737
AN030,BF038,0.9358
AN031,AN033,0.978
AN031,AN044,0.9296
AN031,AX057,0.9297
AN032,AN033,0.9365
AN032,AN041,0.9484
AN032,AN048,0.9315
AN032,AN050,0.9625
AN033,AN040,0.9022
AN033,AN041,0.9048
AN033,AN045,0.9476
AN033,AN050,0.9849
AN033,AN051,0.928
AN033,AN053,0.9307
AN033,AO017,0.9419
AN033,AV057,0.9467
AN033,AY001,0.9064
AN034,AN051,0.9167
AN035,AN036,0.928
AN035,AN038,0.9597
AN035,AN048,0.9008
AN035,AN050,0.9554
AN035,AN052,0.9053
AN035,BC066,0.9153
